Actual Outcome,Predicted Outcome,Cancellation Probability,Actual Label,Predicted Label,Prediction Correct,Confidence
1,0,0.068762906,Cancelled,Not Cancelled,False,0.9312371
1,0,0.06886841,Cancelled,Not Cancelled,False,0.9311316
1,0,0.07117177,Cancelled,Not Cancelled,False,0.92882824
1,0,0.071177885,Cancelled,Not Cancelled,False,0.9288221
1,0,0.071808495,Cancelled,Not Cancelled,False,0.9281915
1,0,0.072109126,Cancelled,Not Cancelled,False,0.9278909
1,0,0.072357036,Cancelled,Not Cancelled,False,0.92764294
1,0,0.07298149,Cancelled,Not Cancelled,False,0.9270185
1,0,0.073140875,Cancelled,Not Cancelled,False,0.92685914
1,0,0.07394816,Cancelled,Not Cancelled,False,0.92605186
1,0,0.07510893,Cancelled,Not Cancelled,False,0.92489105
1,0,0.07594323,Cancelled,Not Cancelled,False,0.92405677
1,0,0.076833926,Cancelled,Not Cancelled,False,0.9231661
1,0,0.078177296,Cancelled,Not Cancelled,False,0.9218227
1,0,0.078448564,Cancelled,Not Cancelled,False,0.92155147
1,0,0.07871573,Cancelled,Not Cancelled,False,0.92128426
1,0,0.07895765,Cancelled,Not Cancelled,False,0.9210423
1,0,0.07952706,Cancelled,Not Cancelled,False,0.9204729
1,0,0.07963645,Cancelled,Not Cancelled,False,0.92036355
1,0,0.080340855,Cancelled,Not Cancelled,False,0.91965914
1,0,0.08054913,Cancelled,Not Cancelled,False,0.9194509
1,0,0.08184146,Cancelled,Not Cancelled,False,0.91815853
0,1,0.91740626,Not Cancelled,Cancelled,False,0.91740626
1,0,0.0840816,Cancelled,Not Cancelled,False,0.9159184
1,0,0.0842973,Cancelled,Not Cancelled,False,0.9157027
1,0,0.084783904,Cancelled,Not Cancelled,False,0.9152161
1,0,0.08513898,Cancelled,Not Cancelled,False,0.914861
1,0,0.08516374,Cancelled,Not Cancelled,False,0.9148363
1,0,0.08605424,Cancelled,Not Cancelled,False,0.91394573
1,0,0.08663427,Cancelled,Not Cancelled,False,0.9133657
1,0,0.08672295,Cancelled,Not Cancelled,False,0.91327703
1,0,0.08696642,Cancelled,Not Cancelled,False,0.9130336
1,0,0.08725532,Cancelled,Not Cancelled,False,0.9127447
1,0,0.08767521,Cancelled,Not Cancelled,False,0.9123248
1,0,0.08768594,Cancelled,Not Cancelled,False,0.91231406
1,0,0.08919555,Cancelled,Not Cancelled,False,0.91080445
1,0,0.09129869,Cancelled,Not Cancelled,False,0.9087013
1,0,0.09192485,Cancelled,Not Cancelled,False,0.90807515
1,0,0.09226574,Cancelled,Not Cancelled,False,0.9077343
1,0,0.09380684,Cancelled,Not Cancelled,False,0.90619314
1,0,0.093873605,Cancelled,Not Cancelled,False,0.9061264
1,0,0.0939387,Cancelled,Not Cancelled,False,0.9060613
1,0,0.09442629,Cancelled,Not Cancelled,False,0.9055737
1,0,0.095705226,Cancelled,Not Cancelled,False,0.9042948
1,0,0.09581247,Cancelled,Not Cancelled,False,0.90418756
1,0,0.09627767,Cancelled,Not Cancelled,False,0.90372235
1,0,0.097084545,Cancelled,Not Cancelled,False,0.9029155
1,0,0.09733496,Cancelled,Not Cancelled,False,0.902665
1,0,0.097553805,Cancelled,Not Cancelled,False,0.9024462
1,0,0.09765339,Cancelled,Not Cancelled,False,0.9023466
1,0,0.097816154,Cancelled,Not Cancelled,False,0.90218383
1,0,0.09825755,Cancelled,Not Cancelled,False,0.90174246
1,0,0.099366404,Cancelled,Not Cancelled,False,0.9006336
1,0,0.09947573,Cancelled,Not Cancelled,False,0.90052426
1,0,0.10002815,Cancelled,Not Cancelled,False,0.89997184
0,1,0.8989269,Not Cancelled,Cancelled,False,0.8989269
1,0,0.101374894,Cancelled,Not Cancelled,False,0.89862514
1,0,0.10162473,Cancelled,Not Cancelled,False,0.8983753
1,0,0.10172557,Cancelled,Not Cancelled,False,0.8982744
1,0,0.10176826,Cancelled,Not Cancelled,False,0.89823174
1,0,0.102702715,Cancelled,Not Cancelled,False,0.89729726
1,0,0.103944615,Cancelled,Not Cancelled,False,0.8960554
1,0,0.10556247,Cancelled,Not Cancelled,False,0.89443755
1,0,0.10580461,Cancelled,Not Cancelled,False,0.8941954
1,0,0.10614165,Cancelled,Not Cancelled,False,0.8938584
1,0,0.106868096,Cancelled,Not Cancelled,False,0.8931319
1,0,0.107068084,Cancelled,Not Cancelled,False,0.89293194
1,0,0.107298985,Cancelled,Not Cancelled,False,0.892701
1,0,0.10748518,Cancelled,Not Cancelled,False,0.8925148
1,0,0.10769367,Cancelled,Not Cancelled,False,0.8923063
1,0,0.108231656,Cancelled,Not Cancelled,False,0.89176834
1,0,0.10840508,Cancelled,Not Cancelled,False,0.8915949
1,0,0.10854047,Cancelled,Not Cancelled,False,0.8914595
1,0,0.10883486,Cancelled,Not Cancelled,False,0.89116514
1,0,0.1090699,Cancelled,Not Cancelled,False,0.8909301
1,0,0.10911994,Cancelled,Not Cancelled,False,0.89088005
1,0,0.109571576,Cancelled,Not Cancelled,False,0.8904284
1,0,0.1096772,Cancelled,Not Cancelled,False,0.8903228
0,1,0.8901649,Not Cancelled,Cancelled,False,0.8901649
1,0,0.110108994,Cancelled,Not Cancelled,False,0.889891
1,0,0.11122786,Cancelled,Not Cancelled,False,0.88877213
1,0,0.11206198,Cancelled,Not Cancelled,False,0.887938
1,0,0.11256263,Cancelled,Not Cancelled,False,0.88743734
1,0,0.112912335,Cancelled,Not Cancelled,False,0.88708764
1,0,0.11311988,Cancelled,Not Cancelled,False,0.8868801
1,0,0.11362247,Cancelled,Not Cancelled,False,0.8863775
1,0,0.11412389,Cancelled,Not Cancelled,False,0.8858761
1,0,0.11424706,Cancelled,Not Cancelled,False,0.8857529
1,0,0.11428512,Cancelled,Not Cancelled,False,0.8857149
1,0,0.11460353,Cancelled,Not Cancelled,False,0.8853965
1,0,0.11498356,Cancelled,Not Cancelled,False,0.88501644
1,0,0.11526582,Cancelled,Not Cancelled,False,0.88473415
1,0,0.11609872,Cancelled,Not Cancelled,False,0.8839013
1,0,0.11632798,Cancelled,Not Cancelled,False,0.883672
1,0,0.11834259,Cancelled,Not Cancelled,False,0.8816574
1,0,0.119191065,Cancelled,Not Cancelled,False,0.88080895
1,0,0.12006556,Cancelled,Not Cancelled,False,0.87993443
1,0,0.12016478,Cancelled,Not Cancelled,False,0.87983525
1,0,0.12037062,Cancelled,Not Cancelled,False,0.8796294
0,1,0.8793537,Not Cancelled,Cancelled,False,0.8793537
1,0,0.12132165,Cancelled,Not Cancelled,False,0.8786783
1,0,0.12157057,Cancelled,Not Cancelled,False,0.8784294
0,1,0.8783243,Not Cancelled,Cancelled,False,0.8783243
1,0,0.12196335,Cancelled,Not Cancelled,False,0.8780366
1,0,0.12253556,Cancelled,Not Cancelled,False,0.8774644
1,0,0.12256113,Cancelled,Not Cancelled,False,0.8774389
1,0,0.122782454,Cancelled,Not Cancelled,False,0.87721753
1,0,0.12326301,Cancelled,Not Cancelled,False,0.876737
1,0,0.12381202,Cancelled,Not Cancelled,False,0.876188
1,0,0.123963766,Cancelled,Not Cancelled,False,0.8760362
1,0,0.12404272,Cancelled,Not Cancelled,False,0.87595725
1,0,0.124163955,Cancelled,Not Cancelled,False,0.875836
1,0,0.12487234,Cancelled,Not Cancelled,False,0.8751277
1,0,0.12488389,Cancelled,Not Cancelled,False,0.8751161
1,0,0.12549435,Cancelled,Not Cancelled,False,0.87450564
1,0,0.12552164,Cancelled,Not Cancelled,False,0.87447834
1,0,0.12581123,Cancelled,Not Cancelled,False,0.8741888
1,0,0.1260672,Cancelled,Not Cancelled,False,0.8739328
1,0,0.12629378,Cancelled,Not Cancelled,False,0.8737062
0,1,0.87316644,Not Cancelled,Cancelled,False,0.87316644
1,0,0.12757373,Cancelled,Not Cancelled,False,0.8724263
1,0,0.127644,Cancelled,Not Cancelled,False,0.872356
1,0,0.12804261,Cancelled,Not Cancelled,False,0.8719574
1,0,0.12888543,Cancelled,Not Cancelled,False,0.87111455
1,0,0.1289389,Cancelled,Not Cancelled,False,0.8710611
0,1,0.8705784,Not Cancelled,Cancelled,False,0.8705784
0,1,0.8703153,Not Cancelled,Cancelled,False,0.8703153
1,0,0.12989622,Cancelled,Not Cancelled,False,0.8701038
1,0,0.13033853,Cancelled,Not Cancelled,False,0.86966145
1,0,0.13063718,Cancelled,Not Cancelled,False,0.86936283
1,0,0.13066019,Cancelled,Not Cancelled,False,0.8693398
0,1,0.86890906,Not Cancelled,Cancelled,False,0.86890906
1,0,0.13148116,Cancelled,Not Cancelled,False,0.8685188
1,0,0.13163462,Cancelled,Not Cancelled,False,0.8683654
1,0,0.13181497,Cancelled,Not Cancelled,False,0.86818504
1,0,0.13208923,Cancelled,Not Cancelled,False,0.86791074
0,1,0.86782104,Not Cancelled,Cancelled,False,0.86782104
1,0,0.13222478,Cancelled,Not Cancelled,False,0.8677752
1,0,0.1326859,Cancelled,Not Cancelled,False,0.8673141
1,0,0.13304184,Cancelled,Not Cancelled,False,0.86695814
1,0,0.13380478,Cancelled,Not Cancelled,False,0.8661952
0,1,0.86601335,Not Cancelled,Cancelled,False,0.86601335
1,0,0.13403924,Cancelled,Not Cancelled,False,0.8659608
1,0,0.13406919,Cancelled,Not Cancelled,False,0.8659308
1,0,0.13506922,Cancelled,Not Cancelled,False,0.86493075
1,0,0.13514636,Cancelled,Not Cancelled,False,0.8648536
1,0,0.13538964,Cancelled,Not Cancelled,False,0.8646104
1,0,0.13569608,Cancelled,Not Cancelled,False,0.86430395
1,0,0.13571347,Cancelled,Not Cancelled,False,0.86428654
1,0,0.13576917,Cancelled,Not Cancelled,False,0.8642308
1,0,0.13660645,Cancelled,Not Cancelled,False,0.86339355
1,0,0.13722764,Cancelled,Not Cancelled,False,0.86277235
0,1,0.8627389,Not Cancelled,Cancelled,False,0.8627389
1,0,0.13779113,Cancelled,Not Cancelled,False,0.86220884
1,0,0.13878271,Cancelled,Not Cancelled,False,0.86121726
1,0,0.13914773,Cancelled,Not Cancelled,False,0.86085224
1,0,0.13934141,Cancelled,Not Cancelled,False,0.8606586
1,0,0.13939853,Cancelled,Not Cancelled,False,0.8606015
0,1,0.86052513,Not Cancelled,Cancelled,False,0.86052513
1,0,0.13977514,Cancelled,Not Cancelled,False,0.86022484
1,0,0.1398475,Cancelled,Not Cancelled,False,0.8601525
1,0,0.14009306,Cancelled,Not Cancelled,False,0.8599069
1,0,0.1401896,Cancelled,Not Cancelled,False,0.8598104
1,0,0.14023307,Cancelled,Not Cancelled,False,0.85976696
0,1,0.85965836,Not Cancelled,Cancelled,False,0.85965836
1,0,0.14076754,Cancelled,Not Cancelled,False,0.8592324
1,0,0.14088005,Cancelled,Not Cancelled,False,0.85911995
1,0,0.14108485,Cancelled,Not Cancelled,False,0.85891515
1,0,0.14206716,Cancelled,Not Cancelled,False,0.8579328
1,0,0.14207949,Cancelled,Not Cancelled,False,0.8579205
0,1,0.8579014,Not Cancelled,Cancelled,False,0.8579014
1,0,0.14222747,Cancelled,Not Cancelled,False,0.8577725
0,1,0.85768026,Not Cancelled,Cancelled,False,0.85768026
1,0,0.14303736,Cancelled,Not Cancelled,False,0.8569626
1,0,0.1438787,Cancelled,Not Cancelled,False,0.8561213
1,0,0.14397635,Cancelled,Not Cancelled,False,0.85602367
1,0,0.14408757,Cancelled,Not Cancelled,False,0.85591245
1,0,0.14409326,Cancelled,Not Cancelled,False,0.8559067
1,0,0.14409913,Cancelled,Not Cancelled,False,0.8559009
1,0,0.14492126,Cancelled,Not Cancelled,False,0.85507876
0,1,0.8541746,Not Cancelled,Cancelled,False,0.8541746
1,0,0.14592904,Cancelled,Not Cancelled,False,0.85407096
1,0,0.1459732,Cancelled,Not Cancelled,False,0.8540268
0,1,0.85346556,Not Cancelled,Cancelled,False,0.85346556
1,0,0.14667208,Cancelled,Not Cancelled,False,0.85332793
1,0,0.14701134,Cancelled,Not Cancelled,False,0.85298866
1,0,0.1470326,Cancelled,Not Cancelled,False,0.8529674
0,1,0.8527093,Not Cancelled,Cancelled,False,0.8527093
1,0,0.14761586,Cancelled,Not Cancelled,False,0.85238415
1,0,0.14778261,Cancelled,Not Cancelled,False,0.8522174
0,1,0.851823,Not Cancelled,Cancelled,False,0.851823
0,1,0.8517948,Not Cancelled,Cancelled,False,0.8517948
1,0,0.14821403,Cancelled,Not Cancelled,False,0.85178596
1,0,0.14954172,Cancelled,Not Cancelled,False,0.85045826
1,0,0.14956571,Cancelled,Not Cancelled,False,0.8504343
1,0,0.15005735,Cancelled,Not Cancelled,False,0.8499427
0,1,0.84918857,Not Cancelled,Cancelled,False,0.84918857
1,0,0.15125515,Cancelled,Not Cancelled,False,0.84874487
1,0,0.15181491,Cancelled,Not Cancelled,False,0.84818506
0,1,0.84801286,Not Cancelled,Cancelled,False,0.84801286
1,0,0.15212092,Cancelled,Not Cancelled,False,0.84787905
1,0,0.1530099,Cancelled,Not Cancelled,False,0.8469901
1,0,0.15369456,Cancelled,Not Cancelled,False,0.84630543
1,0,0.15391868,Cancelled,Not Cancelled,False,0.8460813
1,0,0.15392323,Cancelled,Not Cancelled,False,0.8460768
1,0,0.15408197,Cancelled,Not Cancelled,False,0.84591806
1,0,0.15410489,Cancelled,Not Cancelled,False,0.8458951
0,1,0.8456948,Not Cancelled,Cancelled,False,0.8456948
1,0,0.15432507,Cancelled,Not Cancelled,False,0.84567493
1,0,0.15484145,Cancelled,Not Cancelled,False,0.8451586
1,0,0.1548523,Cancelled,Not Cancelled,False,0.8451477
0,1,0.84459543,Not Cancelled,Cancelled,False,0.84459543
1,0,0.15611295,Cancelled,Not Cancelled,False,0.84388703
1,0,0.15628774,Cancelled,Not Cancelled,False,0.8437123
1,0,0.15646712,Cancelled,Not Cancelled,False,0.84353286
1,0,0.15682848,Cancelled,Not Cancelled,False,0.84317154
1,0,0.1568394,Cancelled,Not Cancelled,False,0.8431606
1,0,0.15697499,Cancelled,Not Cancelled,False,0.843025
1,0,0.15782273,Cancelled,Not Cancelled,False,0.8421773
1,0,0.1579715,Cancelled,Not Cancelled,False,0.8420285
1,0,0.15852883,Cancelled,Not Cancelled,False,0.8414712
1,0,0.15880224,Cancelled,Not Cancelled,False,0.8411977
1,0,0.15896498,Cancelled,Not Cancelled,False,0.841035
0,1,0.8409357,Not Cancelled,Cancelled,False,0.8409357
0,1,0.8408657,Not Cancelled,Cancelled,False,0.8408657
1,0,0.15944135,Cancelled,Not Cancelled,False,0.84055865
1,0,0.15983191,Cancelled,Not Cancelled,False,0.8401681
0,1,0.84005284,Not Cancelled,Cancelled,False,0.84005284
0,1,0.8399408,Not Cancelled,Cancelled,False,0.8399408
1,0,0.16072237,Cancelled,Not Cancelled,False,0.8392776
1,0,0.16182242,Cancelled,Not Cancelled,False,0.83817756
1,0,0.16193907,Cancelled,Not Cancelled,False,0.8380609
0,1,0.8377427,Not Cancelled,Cancelled,False,0.8377427
1,0,0.16279393,Cancelled,Not Cancelled,False,0.83720607
1,0,0.16366293,Cancelled,Not Cancelled,False,0.8363371
1,0,0.1637063,Cancelled,Not Cancelled,False,0.8362937
1,0,0.16377191,Cancelled,Not Cancelled,False,0.8362281
1,0,0.16453019,Cancelled,Not Cancelled,False,0.83546984
1,0,0.16563904,Cancelled,Not Cancelled,False,0.83436096
0,1,0.8343149,Not Cancelled,Cancelled,False,0.8343149
1,0,0.16588153,Cancelled,Not Cancelled,False,0.8341185
1,0,0.16635525,Cancelled,Not Cancelled,False,0.83364475
1,0,0.16640745,Cancelled,Not Cancelled,False,0.83359253
1,0,0.16664541,Cancelled,Not Cancelled,False,0.8333546
1,0,0.16668755,Cancelled,Not Cancelled,False,0.83331245
1,0,0.1668059,Cancelled,Not Cancelled,False,0.83319414
0,1,0.8325059,Not Cancelled,Cancelled,False,0.8325059
1,0,0.16813204,Cancelled,Not Cancelled,False,0.83186793
1,0,0.16814208,Cancelled,Not Cancelled,False,0.8318579
1,0,0.16819811,Cancelled,Not Cancelled,False,0.8318019
1,0,0.16858841,Cancelled,Not Cancelled,False,0.8314116
0,1,0.8311622,Not Cancelled,Cancelled,False,0.8311622
1,0,0.16884452,Cancelled,Not Cancelled,False,0.8311555
0,1,0.8308385,Not Cancelled,Cancelled,False,0.8308385
1,0,0.16952397,Cancelled,Not Cancelled,False,0.83047605
1,0,0.17020263,Cancelled,Not Cancelled,False,0.8297974
1,0,0.17024657,Cancelled,Not Cancelled,False,0.8297534
1,0,0.17035386,Cancelled,Not Cancelled,False,0.8296461
1,0,0.17046645,Cancelled,Not Cancelled,False,0.8295336
0,1,0.82828623,Not Cancelled,Cancelled,False,0.82828623
1,0,0.17175294,Cancelled,Not Cancelled,False,0.8282471
1,0,0.17191526,Cancelled,Not Cancelled,False,0.8280847
1,0,0.17209844,Cancelled,Not Cancelled,False,0.82790154
1,0,0.17261311,Cancelled,Not Cancelled,False,0.82738686
1,0,0.17263876,Cancelled,Not Cancelled,False,0.8273612
1,0,0.17294401,Cancelled,Not Cancelled,False,0.827056
1,0,0.17314489,Cancelled,Not Cancelled,False,0.8268551
1,0,0.1731982,Cancelled,Not Cancelled,False,0.8268018
0,1,0.8262541,Not Cancelled,Cancelled,False,0.8262541
1,0,0.17391475,Cancelled,Not Cancelled,False,0.82608527
0,1,0.82599556,Not Cancelled,Cancelled,False,0.82599556
0,1,0.82595,Not Cancelled,Cancelled,False,0.82595
1,0,0.17415352,Cancelled,Not Cancelled,False,0.8258465
1,0,0.17440087,Cancelled,Not Cancelled,False,0.82559913
1,0,0.17444417,Cancelled,Not Cancelled,False,0.8255558
1,0,0.17504987,Cancelled,Not Cancelled,False,0.8249501
1,0,0.17562726,Cancelled,Not Cancelled,False,0.82437277
1,0,0.17581505,Cancelled,Not Cancelled,False,0.82418495
0,1,0.8239953,Not Cancelled,Cancelled,False,0.8239953
1,0,0.17656435,Cancelled,Not Cancelled,False,0.82343566
1,0,0.17661604,Cancelled,Not Cancelled,False,0.8233839
1,0,0.17670812,Cancelled,Not Cancelled,False,0.8232919
1,0,0.17674148,Cancelled,Not Cancelled,False,0.8232585
1,0,0.17695047,Cancelled,Not Cancelled,False,0.82304955
1,0,0.17702217,Cancelled,Not Cancelled,False,0.82297784
0,1,0.82283735,Not Cancelled,Cancelled,False,0.82283735
0,1,0.82272,Not Cancelled,Cancelled,False,0.82272
1,0,0.17759296,Cancelled,Not Cancelled,False,0.822407
1,0,0.17760538,Cancelled,Not Cancelled,False,0.8223946
1,0,0.1777261,Cancelled,Not Cancelled,False,0.8222739
1,0,0.17791547,Cancelled,Not Cancelled,False,0.82208455
1,0,0.17805439,Cancelled,Not Cancelled,False,0.8219456
1,0,0.17833425,Cancelled,Not Cancelled,False,0.82166576
1,0,0.17875403,Cancelled,Not Cancelled,False,0.82124597
0,1,0.8209437,Not Cancelled,Cancelled,False,0.8209437
1,0,0.1790965,Cancelled,Not Cancelled,False,0.8209035
1,0,0.17914663,Cancelled,Not Cancelled,False,0.82085335
1,0,0.17919564,Cancelled,Not Cancelled,False,0.82080436
1,0,0.17931919,Cancelled,Not Cancelled,False,0.8206808
1,0,0.1793881,Cancelled,Not Cancelled,False,0.8206119
1,0,0.17939612,Cancelled,Not Cancelled,False,0.82060385
1,0,0.17967753,Cancelled,Not Cancelled,False,0.82032245
1,0,0.17984551,Cancelled,Not Cancelled,False,0.8201545
0,1,0.8200556,Not Cancelled,Cancelled,False,0.8200556
1,0,0.18020868,Cancelled,Not Cancelled,False,0.8197913
1,0,0.18032257,Cancelled,Not Cancelled,False,0.8196774
1,0,0.18041624,Cancelled,Not Cancelled,False,0.8195838
0,1,0.81951654,Not Cancelled,Cancelled,False,0.81951654
1,0,0.18102291,Cancelled,Not Cancelled,False,0.8189771
1,0,0.1812635,Cancelled,Not Cancelled,False,0.8187365
1,0,0.1819632,Cancelled,Not Cancelled,False,0.8180368
1,0,0.18219797,Cancelled,Not Cancelled,False,0.817802
1,0,0.18255733,Cancelled,Not Cancelled,False,0.81744266
1,0,0.18256567,Cancelled,Not Cancelled,False,0.8174343
1,0,0.18265994,Cancelled,Not Cancelled,False,0.8173401
1,0,0.18279766,Cancelled,Not Cancelled,False,0.8172023
1,0,0.18321846,Cancelled,Not Cancelled,False,0.8167815
1,0,0.18349259,Cancelled,Not Cancelled,False,0.8165074
1,0,0.18353505,Cancelled,Not Cancelled,False,0.81646496
1,0,0.18354602,Cancelled,Not Cancelled,False,0.816454
1,0,0.18359114,Cancelled,Not Cancelled,False,0.8164089
1,0,0.18367016,Cancelled,Not Cancelled,False,0.81632984
1,0,0.1840728,Cancelled,Not Cancelled,False,0.8159272
1,0,0.18427908,Cancelled,Not Cancelled,False,0.8157209
1,0,0.18443066,Cancelled,Not Cancelled,False,0.81556934
1,0,0.18475369,Cancelled,Not Cancelled,False,0.81524634
1,0,0.18511567,Cancelled,Not Cancelled,False,0.8148843
0,1,0.8143503,Not Cancelled,Cancelled,False,0.8143503
1,0,0.18606552,Cancelled,Not Cancelled,False,0.81393445
1,0,0.18608357,Cancelled,Not Cancelled,False,0.81391644
1,0,0.1863776,Cancelled,Not Cancelled,False,0.8136224
1,0,0.18654086,Cancelled,Not Cancelled,False,0.81345916
1,0,0.18682201,Cancelled,Not Cancelled,False,0.813178
1,0,0.18691106,Cancelled,Not Cancelled,False,0.81308895
1,0,0.18698312,Cancelled,Not Cancelled,False,0.8130169
1,0,0.18733227,Cancelled,Not Cancelled,False,0.8126677
0,1,0.81237775,Not Cancelled,Cancelled,False,0.81237775
1,0,0.18768193,Cancelled,Not Cancelled,False,0.8123181
1,0,0.18813957,Cancelled,Not Cancelled,False,0.81186044
1,0,0.18828698,Cancelled,Not Cancelled,False,0.81171304
1,0,0.18852498,Cancelled,Not Cancelled,False,0.81147504
1,0,0.18853931,Cancelled,Not Cancelled,False,0.8114607
1,0,0.18873173,Cancelled,Not Cancelled,False,0.81126827
1,0,0.18876944,Cancelled,Not Cancelled,False,0.81123054
1,0,0.18945144,Cancelled,Not Cancelled,False,0.81054854
0,1,0.8101497,Not Cancelled,Cancelled,False,0.8101497
0,1,0.809916,Not Cancelled,Cancelled,False,0.809916
1,0,0.1901292,Cancelled,Not Cancelled,False,0.8098708
1,0,0.1902899,Cancelled,Not Cancelled,False,0.8097101
1,0,0.19036719,Cancelled,Not Cancelled,False,0.8096328
1,0,0.19058433,Cancelled,Not Cancelled,False,0.8094157
1,0,0.19075853,Cancelled,Not Cancelled,False,0.8092415
1,0,0.19095592,Cancelled,Not Cancelled,False,0.80904406
1,0,0.19103903,Cancelled,Not Cancelled,False,0.808961
0,1,0.80886143,Not Cancelled,Cancelled,False,0.80886143
1,0,0.19115478,Cancelled,Not Cancelled,False,0.8088452
1,0,0.19124205,Cancelled,Not Cancelled,False,0.80875796
0,1,0.80853695,Not Cancelled,Cancelled,False,0.80853695
1,0,0.1916955,Cancelled,Not Cancelled,False,0.8083045
1,0,0.19177666,Cancelled,Not Cancelled,False,0.80822337
1,0,0.19195902,Cancelled,Not Cancelled,False,0.808041
1,0,0.19206908,Cancelled,Not Cancelled,False,0.80793095
1,0,0.19220015,Cancelled,Not Cancelled,False,0.8077998
1,0,0.19282003,Cancelled,Not Cancelled,False,0.80718
1,0,0.19282512,Cancelled,Not Cancelled,False,0.80717486
1,0,0.19313377,Cancelled,Not Cancelled,False,0.8068662
1,0,0.1931557,Cancelled,Not Cancelled,False,0.8068443
1,0,0.19343758,Cancelled,Not Cancelled,False,0.8065624
1,0,0.19355477,Cancelled,Not Cancelled,False,0.80644524
1,0,0.19362769,Cancelled,Not Cancelled,False,0.8063723
0,1,0.8063057,Not Cancelled,Cancelled,False,0.8063057
1,0,0.19377983,Cancelled,Not Cancelled,False,0.8062202
